"id","carbono_estoque_kgm2","data_coleta_ano","coord_x","coord_y"
"ctb0572-Perfil-072",7.45,1988,-51.27,-27.37
"ctb0572-Perfil-073",7.52,1988,-50.9,-27.07
"ctb0572-Perfil-074",6.15,1988,-50.02,-26.18
"ctb0572-Perfil-076",9.23,1988,-51.02,-26.3
"ctb0572-Perfil-077",24.68,1988,-50.95,-26.32
"ctb0572-Perfil-078",4.9,1977,-48.72,-25.98
"ctb0572-RS/SC-14",0,1986,-53.27,-26.37
"ctb0572-RS/SC-16",6.33,1986,-52.42,-26.88
"ctb0572-VC-SC-2",9.2,1986,-50.17,-27.87
"ctb0573-AMOSTRA-EXTRA",2.39,1987,-42.29833333,-20.49361111
"ctb0573-AMOSTRA-EXTRA-1",6.9,1987,-42.29638889,-20.46833333
"ctb0573-AMOSTRA-EXTRA-2",2.22,1987,-42.28888889,-20.48333333
"ctb0573-AMOSTRA-EXTRA-3",5.2,1987,-42.2925,-20.48388889
"ctb0573-AMOSTRA-EXTRA-4",7.28,1987,-42.30583333,-20.49138889
"ctb0573-AMOSTRA-EXTRA-5",4.49,1987,-42.29222222,-20.49138889
"ctb0573-AMOSTRA-EXTRA-6",3.88,1987,-42.29555556,-20.47638889
"ctb0573-AMOSTRA-EXTRA-8",11.89,1987,-42.13138889,-20.4825
"ctb0573-AMOSTRA-EXTRA-9",19.71,1987,-42.29416667,-20.49416667
"ctb0573-PERFIL-1",12.83,1987,-42.28888889,-20.475
"ctb0573-PERFIL-2",6.37,1987,-42.29527778,-20.4975
"ctb0573-PERFIL-3",8.79,1987,-42.28527778,-20.48305556
"ctb0573-PERFIL-4",6.93,1987,-42.29361111,-20.46916667
"ctb0573-PERFIL-5",5.91,1987,-42.29555556,-20.46416667
"ctb0573-PERFIL-6",4.83,1987,-42.2975,-20.49055556
"ctb0573-PERFIL-7",7.63,1987,-42.29555556,-20.49916667
"ctb0574-GB-1",4.13,1971,-43.50391089,-22.85236336
"ctb0574-GB-10",2.39,1971,-43.65453033,-22.87830169
"ctb0574-GB-11",2.89,1971,-43.68693577,-22.95868531
"ctb0574-GB-12",2.38,1971,-43.62940868,-22.91062856
"ctb0574-GB-13",2.55,1971,-43.43168201,-22.89904573
"ctb0574-GB-14",3.81,1971,-43.41088668,-22.89342947
"ctb0574-GB-15",5.52,1971,-43.46553206,-22.90036966
"ctb0574-GB-16",2.69,1971,-43.56306065,-23.07042307
"ctb0574-GB-17",8.77,1971,-43.54715394,-23.05375022
"ctb0574-GB-18",4.64,1971,-43.5095549,-23.04627453
"ctb0574-GB-19",4.45,1971,-43.51423645,-23.04741137
"ctb0574-GB-2",5.35,1971,-43.51334703,-22.82698298
"ctb0574-GB-20",4.21,1971,-43.31876738,-22.93185603
"ctb0574-GB-21",4.1,1971,-43.38890743,-22.89825654
"ctb0574-GB-22",3.06,1971,-43.3290676,-22.96962329
"ctb0574-GB-23",3.78,1971,-43.23540223,-22.95169415
"ctb0574-GB-24",6.21,1971,-43.2722729,-22.971543
"ctb0574-GB-26",2.46,1971,-43.39879964,-22.89343459
"ctb0574-GB-27",3.47,1971,-43.37522168,-22.82119971
"ctb0574-GB-28",3.29,1971,-43.35684765,-22.93619232
"ctb0574-GB-29",3.22,1971,-43.6286218,-22.94714602
"ctb0574-GB-3",2.67,1971,-43.57297311,-22.85152543
"ctb0574-GB-30",1.77,1971,-43.6293233,-22.92880868
"ctb0574-GB-31",2.5,1971,-43.56760841,-22.85664333
"ctb0574-GB-32",3.26,1971,-43.56897756,-22.84501387
"ctb0574-GB-33",4.13,1971,-43.53307154,-22.84475931
"ctb0574-GB-34",2.64,1971,-43.44805395,-22.84887525
"ctb0574-GB-35",3.1,1971,-43.490083,-22.84264141
"ctb0574-GB-36",5.54,1971,-43.59976002,-22.8802945
"ctb0574-GB-37",2.6,1971,-43.65073896,-22.87826957
"ctb0574-GB-38",3.63,1971,-43.69030948,-22.96890112
"ctb0574-GB-39",0.75,1971,-43.53466887,-23.04768334
"ctb0574-GB-4",4.26,1971,-43.51473368,-22.84644073
"ctb0574-GB-40",3.01,1971,-43.37217459,-22.95419545
"ctb0574-GB-41",8.68,1971,-43.71461014,-22.89929224
"ctb0574-GB-42",22.04,1971,-43.72194791,-22.88610149
"ctb0574-GB-43",2.52,1971,-43.66772031,-22.97778982
"ctb0574-GB-44",15.19,1971,-43.75437584,-22.92386901
"ctb0574-GB-45",7.11,1971,-43.60417231,-22.99853033
"ctb0574-GB-46",57.88,1971,-43.50420095,-23.00792237
"ctb0574-GB-47",42.33,1971,-43.48191129,-22.99195974
"ctb0574-GB-48",57.1,1971,-43.42154293,-22.98238377
"ctb0574-GB-49",10.05,1971,-43.38871229,-22.97159545
"ctb0574-GB-5",6.08,1971,-43.49831198,-22.81822593
"ctb0574-GB-50",0.79,1971,-43.44435556,-23.0098021
"ctb0574-GB-51",2.71,1971,-43.53302169,-22.86211745
"ctb0574-GB-52",2.32,1971,-43.63678874,-22.8706542
"ctb0574-GB-53",1.57,1971,-43.62913539,-22.87864477
"ctb0574-GB-54",5.2,1971,-43.48835647,-22.97380532
"ctb0574-GB-55",3.9,1971,-43.24416056,-22.99910218
"ctb0574-GB-56",28.47,1971,-43.35639932,-22.97249188
"ctb0574-GB-57",21.44,1971,-43.55391699,-23.01995354
"ctb0574-GB-58",4.7,1971,-43.46020527,-22.9714391
"ctb0574-GB-59",5.76,1971,-43.52766016,-22.952518
"ctb0574-GB-6",3.4,1971,-43.51726544,-22.8430143
"ctb0574-GB-60",1.9,1971,-43.60135452,-22.95193858
"ctb0574-GB-61",4.22,1972,-43.2927116,-22.92127384
"ctb0574-GB-7",3.13,1971,-43.6040204,-22.86877137
"ctb0574-GB-8",3.69,1971,-43.52204987,-22.83309703
"ctb0574-GB-9",2.55,1971,-43.55853055,-22.93643646
"ctb0577-Lontras-01",4.19,2006,-49.48060078,-27.20428875
"ctb0577-Lontras-02",3.74,2006,-49.4908032,-27.20008435
"ctb0577-Lontras-03",4.27,2006,-49.47625251,-27.19368963
"ctb0577-Lontras-04",2.52,2006,-49.48169078,-27.19313485
"ctb0577-Lontras-05",2.1,2006,-49.47196232,-27.19443726
"ctb0577-Lontras-06",2.52,2006,-49.47648419,-27.18406996
"ctb0577-Lontras-07",10.64,2006,-49.47491942,-27.18705875
"ctb0577-Lontras-08",7.96,2006,-49.46210096,-27.15683362
"ctb0577-Lontras-09",5.7,2006,-49.47041886,-27.15587748
"ctb0577-Lontras-10",5.4,2006,-49.47632263,-27.15360385
"ctb0577-Lontras-11",3.17,2006,-49.47501626,-27.1650894
"ctb0577-Lontras-12",3.74,2006,-49.50405404,-27.18221851
"ctb0577-Lontras-13",4.15,2006,-49.51197639,-27.17772635
"ctb0577-Lontras-14",3.4,2006,-49.52247526,-27.18139384
"ctb0579-ÁguasFrias-01",5.57,2004,-52.85343611,-26.85567529
"ctb0579-ÁguasFrias-02",3.61,2004,-52.85407004,-26.85628976
"ctb0579-ÁguasFrias-03",4.82,2004,-52.85636117,-26.85793851
"ctb0579-ÁguasFrias-04",5.94,2004,-52.87185732,-26.85786051
"ctb0579-ÁguasFrias-05",3.86,2004,-52.873352,-26.85818369
"ctb0579-ÁguasFrias-06",5.21,2004,-52.87342327,-26.81055309
"ctb0579-ÁguasFrias-07",2.89,2004,-52.87622991,-26.81483932
"ctb0579-ÁguasFrias-09",5.66,2004,-52.88568855,-26.81743941
"ctb0579-Águasfrias-12",7.04,2004,-52.86316694,-26.83846131
"ctb0579-ÁguasFrias-13",4.18,2004,-52.85173491,-26.81296867
"ctb0579-ÁguasFrias-14",7.4,2004,-52.85341131,-26.80966127
"ctb0579-ÁguasFrias-15",4.53,2004,-52.85257433,-26.81571964
"ctb0579-ÁguasFrias-17",3.57,2004,-52.88811294,-26.80833607
"ctb0579-ÁguasFrias-18",6.75,2004,-52.87747568,-26.79764648
"ctb0579-ÁguasFrias-19",5.79,2004,-52.89285013,-26.81859838
"ctb0579-ÁguasFrias-20",2.27,2004,-52.87028963,-26.84024468
"ctb0579-ÁguasFrias-22",4.9,2004,-52.88068034,-26.84249872
"ctb0582-P-03",3.28,2000,-50.196599,-24.782992
"ctb0583-P-01",1.67,1999,-53.73694444,-18.22833333
"ctb0583-P-02",1.82,1999,-53.74083333,-18.23972222
"ctb0583-P-03",1.41,1999,-53.75111111,-18.23833333
"ctb0583-TAl-01",2.63,1999,-53.74833333,-18.23722222
"ctb0583-TAl-02",1.78,1999,-53.74361111,-18.23416667
"ctb0583-TAl-03",1.74,1999,-53.74027778,-18.23194444
"ctb0583-TAl-04",1.38,1999,-53.7375,-18.22944444
"ctb0583-TAl-05",1.71,1999,-53.73833333,-18.2225
"ctb0583-TAl-06",1.39,1999,-53.73444444,-18.2175
"ctb0583-TAl-07",0.58,1999,-54.72305556,-18.22388889
"ctb0583-TAl-08",0.84,1999,-53.72166667,-18.2225
"ctb0583-TAl-09",1.43,1999,-53.72,-18.22166667
"ctb0583-TAl-10",2.77,1999,-53.7325,-18.23694444
"ctb0583-TAl-11",1.62,1999,-53.73833333,-18.24027778
"ctb0583-TAl-12",2.51,1999,-53.73888889,-18.23694444
"ctb0583-TAl-13",11.58,1999,-53.73944444,-18.23888889
"ctb0584-P-01-SOS",3.68,2001,-54.91666667,-19.22888889
"ctb0584-P-02-SOS",4.37,2001,-54.52411111,-19.2025
"ctb0584-P-03-SOS",5.63,2001,-54.49902778,-19.21875
"ctb0584-T-JSM-01",4.67,1999,-54.48972222,-19.22138889
"ctb0584-T-JSM-02",3.25,1999,-54.50611111,-19.25222222
"ctb0584-T-JSM-03",1.94,1999,-54.5375,-19.1975
"ctb0584-T-JSM-04",1.85,1999,-54.5375,-19.1975
"ctb0585-Perfil-1",5.03,1982,-44.16666667,-19.45
"ctb0585-Perfil-10",5.06,1982,-44.16666667,-19.45
"ctb0585-Perfil-11",6.38,1983,-44.16666667,-19.45
"ctb0585-Perfil-12",4.44,1983,-44.16666667,-19.45
"ctb0585-Perfil-13",6.73,1982,-44.16666667,-19.45
"ctb0585-Perfil-2",6.68,1982,-44.16666667,-19.45
"ctb0585-Perfil-21",4.92,1982,-44.16666667,-19.45
"ctb0585-Perfil-27",4.98,1983,-44.16666667,-19.45
"ctb0585-Perfil-30",2.44,1982,-44.16666667,-19.45
"ctb0585-Perfil-43",4.32,1983,-44.16666667,-19.45
"ctb0585-Perfil-7",4.47,1983,-44.16666667,-19.45
"ctb0585-Perfil-8",4.29,1983,-44.16666667,-19.45
"ctb0585-Perfil-9",9.21,1993,-44.16666667,-19.45
"ctb0586-Canoinhas-01",9.75,2005,-50.48882185,-26.2396575
"ctb0586-Canoinhas-02",8.38,2005,-50.49632184,-26.2235463
"ctb0586-Canoinhas-03",2.93,2005,-50.49159961,-26.23104635
"ctb0586-Canoinhas-04",7.7,2005,-50.4977108,-26.2366019
"ctb0586-Canoinhas-05",7.97,2005,-50.48604393,-26.21021296
"ctb0586-Canoinhas-06",7.23,2005,-50.47854391,-26.21937968
"ctb0586-Canoinhas-07",8.31,2005,-50.47104382,-26.21354635
"ctb0586-Canoinhas-08",6.37,2005,-50.46993265,-26.20049075
"ctb0586-Canoinhas-09",8.48,2005,-50.47937717,-26.20104628
"ctb0586-Canoinhas-10",9.21,2005,-50.43882134,-26.21299091
"ctb0586-Canoinhas-11",8.74,2005,-50.44798811,-26.22076868
"ctb0586-Canoinhas-12",7.9,2005,-50.45632153,-26.22632423
"ctb0586-Canoinhas-13",5.42,2005,-50.44298811,-26.23104651
"ctb0586-Canoinhas-14",4.53,2005,-50.45937706,-26.21354639
"ctb0586-Canoinhas-15",13.85,2005,-50.50326636,-26.22660185
"ctb0586-Canoinhas-16",10.53,2005,-50.50048861,-26.2404908
"ctb0588-P-01",2.27,1999,-53.01166667,-19.49888889
"ctb0588-P-02",3.29,1999,-54.02527778,-19.50277778
"ctb0588-P-03",2.67,1999,-54.02666667,-19.50333333
"ctb0588-TCAM-01",1.75,1999,-54.01972222,-19.5
"ctb0588-TCAM-03",2.45,1999,-54.02666667,-19.50333333
"ctb0588-TCAM-04",2.25,1999,-54.03277778,-19.50694444
"ctb0588-TCAM-05",2.15,1999,-54.03527778,-19.50777778
"ctb0588-TCAM-06",1.76,1999,-54.03444444,-19.51166667
"ctb0588-TCAM-07",1.9,1999,-54.025,-19.50833333
"ctb0588-TCAM-09",1.28,1999,-54.01833333,-19.50027778
"ctb0588-TCAM-10",3.58,1999,-54.01527778,-19.50277778
"ctb0588-TCAM-11",1.61,1999,-54.01638889,-19.50777778
"ctb0588-TCAM-12",1.59,1999,-54.02277778,-19.51166667
"ctb0588-TCAM-13",3.49,1999,-54.02777778,-19.51583333
"ctb0588-TCAM-15",1.19,1999,-54.04166667,-19.51416667
"ctb0588-TCAM-17",1.9,1999,-54.04027778,-19.51
"ctb0589-1-(04)",1.38,1997,-37.31583333,-7.00277778
"ctb0589-10-(22)",1.56,1997,-37.3225,-6.99444444
"ctb0589-11-(24)",1.21,1998,-37.3275,-6.99694444
"ctb0589-12-(13)",1.17,1997,-37.34166667,-6.98694444
"ctb0589-13-(14)",1.79,1997,-37.31972222,-6.998
"ctb0589-14-(12)",1.39,1997,-37.33175,-6.98944444
"ctb0589-15-(10)",1.23,1997,-37.3325,-6.99219444
"ctb0589-16-(06)",1.24,1997,-37.31097222,-7.16702778
"ctb0589-17-(16)",1.37,1997,-37.31805556,-7.00055556
"ctb0589-18-(08)",2.83,1997,-37.31694444,-7.00166667
"ctb0589-19-(21)",2.25,1997,-37.31094444,-6.99872222
"ctb0589-2-(03)",2.55,1997,-37.32138889,-6.99638889
"ctb0589-20-(20)",1.19,1997,-37.31102778,-6.99877778
"ctb0589-21-(09)",1.96,1997,-37.324,-6.99266667
"ctb0589-22-(17)",2.13,1997,-37.30930556,-7.00544444
"ctb0589-23-(11)",1.56,1997,-37.33166667,-6.9925
"ctb0589-24-(15)",3.26,1997,-37.31930556,-6.9985
"ctb0589-25-(18)",1.45,1997,-37.31286111,-7.00388889
"ctb0589-26-(19)",0.67,1997,-37.34255556,-6.98663889
"ctb0589-3-(02)",1.42,1997,-37.31472222,-7.00305556
"ctb0589-4-(05)",0.32,1997,-37.31638889,-7.00222222
"ctb0589-5-(26)",1.92,1998,-37.32722222,-6.99416667
"ctb0589-6-(01)",1.5,1997,-37.31277778,-7.00138889
"ctb0589-7-(07)",1.7,1997,-37.31916667,-7.00111111
"ctb0589-8-(23)",1.6,1998,-37.30527778,-7.00527778
"ctb0589-9-(25)",0.56,1998,-37.3375,-6.98583333
"ctb0593--5-PR",6.99,2001,-49.9,-24.9
"ctb0593-6PR-XXVIII-CBCS",3.69,2001,-50.13333333,-25
"ctb0594-30-PR-I-89",1.17,1978,-51.691719,-24.54234
"ctb0595-SIPA-1",4.13,1995,-43.67277778,-22.75027778
"ctb0595-SIPA-2",1.19,1995,-43.68111111,-22.7525
"ctb0595-SIPA-3",0.77,1995,-43.66666667,-22.7525
"ctb0595-SIPA-4",3.9,1996,-43.67361111,-22.74861111
"ctb0595-T-26",2.29,1993,-43.67527778,-22.75027778
"ctb0595-T-32",3.34,1993,-43.67333333,-22.74888889
"ctb0595-T-33",1.93,1993,-43.67361111,-22.74861111
"ctb0595-T-35",1.69,1993,-43.67416667,-22.74777778
"ctb0595-T-36",1.53,1998,-43.68111111,-22.75055556
"ctb0595-T-37",2,1998,-43.67805556,-22.75472222
"ctb0595-T-39",4.77,1998,-43.675,-22.75194444
"ctb0595-T-40",4.71,1998,-43.67194444,-22.75333333
"ctb0595-T-41",1.01,1998,-43.67583333,-22.75388889
"ctb0595-T-42",1.32,1998,-43.67333333,-22.75222222
"ctb0597-Perfil-1",4.18,1993,-47.02388889,-22.7180556
"ctb0597-Perfil-2",0.76,1993,-47.02694444,-22.7130556
"ctb0597-Perfil-3",2.14,1993,-47.01805556,-22.7238889
"ctb0597-Perfil-4",3.42,1993,-47.01888889,-22.7280556
"ctb0597-Perfil-5",2.63,1993,-47.02805556,-22.7130556
"ctb0597-Perfil-6",3.57,1993,-47.02388889,-22.7169444
"ctb0597-Perfil-7",6.74,1993,-47.02611111,-22.7130556
"ctb0597-Perfil-8",2.74,1993,-47.01694444,-22.7161111
"ctb0598-Perfil-no-1",7.82,1983,-65.23333333,-3.53333333
"ctb0598-Perfil-no-10",4.07,1983,-65.23333333,-3.88333333
"ctb0598-Perfil-no-11",3.92,1983,-66,-3.48333333
"ctb0598-Perfil-no-12",3.43,1983,-64.93333333,-3.4
"ctb0598-Perfil-no-13",2.4,1983,-66.01666667,-3.75
"ctb0598-Perfil-no-14",2.34,1983,-65.56666667,-2.75
"ctb0598-Perfil-no-15",7.02,1983,-64.83333333,-3.25
"ctb0598-Perfil-no-16",2.82,1983,-65.05,-3.71666667
"ctb0598-Perfil-no-17",4.28,1983,-65.13333333,-3.51666667
"ctb0598-Perfil-no-18",1.54,1983,-65.96666667,-3.05
"ctb0598-Perfil-no-19",2.18,1983,-65.4,-2.56666667
"ctb0598-Perfil-no-2",6.05,1983,-65.1,-3.91666667
"ctb0598-Perfil-no-20",1.53,1983,-66.16666667,-3.65
"ctb0598-Perfil-no-21",2.3,1983,-65.2,-2.9
"ctb0598-Perfil-no-3",7.12,1983,-64.91666667,-3.16666667
"ctb0598-Perfil-no-4",2.69,1983,-65.15,-3.11666667
"ctb0598-Perfil-no-5",3.85,1983,-65.21666667,-3.66666667
"ctb0598-Perfil-no-6",3.5,1983,-65.1,-3.7
"ctb0598-Perfil-no-7",4.98,1983,-66.11666667,-3.8
"ctb0598-Perfil-no-8",5.46,1983,-66.03333333,-3.58333333
"ctb0598-Perfil-no-9",4.13,1983,-65.28333333,-3.48333333
"ctb0599-AC-01",3.12,2000,-43.22777778,-22.83888889
"ctb0599-AC-02",1.51,2000,-43.22805556,-22.83722222
"ctb0599-AC-03",0.65,2000,-43.22805556,-22.84138889
"ctb0599-AC-04",2.38,2000,-43.228308,-22.837606
"ctb0599-AC-05",2.9,2000,-43.23,-22.83888889
"ctb0599-AC-06",1.85,2000,-43.23972222,-22.83944444
"ctb0599-AC-07",2.38,2000,-43.23444444,-22.84527778
"ctb0599-AC-08",3.62,2000,-43.23444444,-22.84694444
"ctb0599-AC-09",2.27,2000,-43.235,-22.84638889
"ctb0599-AC-10",2.42,2000,-43.235,-22.84944444
"ctb0599-AC-11",1.24,2000,-43.22111111,-22.86388889
"ctb0599-AC-12",1.24,2000,-43.23444444,-22.85833333
"ctb0599-AC-13",2.67,2000,-43.23138889,-22.86194444
"ctb0599-AC-14",2.57,2000,-43.22194444,-22.86611111
"ctb0599-AC-15",2.07,2000,-43.22277778,-22.86361111
"ctb0599-AC-16",1.79,2000,-43.25583333,-22.85916667
"ctb0599-AC-17",1.73,2000,-43.22388889,-22.85805556
"ctb0599-AC-18",2.09,2000,-43.22944444,-22.85805556
"ctb0599-AC-19",1.77,2000,-43.22722222,-22.85638889
"ctb0599-AC-20",2.67,2000,-43.22722222,-22.85638889
"ctb0599-AC-21",1.98,2000,-43.22916667,-22.85388889
"ctb0599-AC-22",1.6,2000,-43.23111111,-22.85333333
"ctb0599-AC-23",3.87,2000,-43.22361111,-22.84055556
"ctb0599-AC-24",2.15,2000,-43.2225,-22.84166667
"ctb0599-AC-25",2.09,2000,-43.22305556,-22.84583333
"ctb0600-SIL-28",2.9,1990,-48.28861111,-16.53111111
"ctb0600-SIL-43",8.46,1991,-48.53694444,-16.59277778
"ctb0600-SIL-44",5.04,1991,-48.43944444,-16.55583333
"ctb0600-TS-1",5.88,1991,-48.68611111,-16.68638889
"ctb0600-TS-10",3.98,1991,-48.54166667,-16.66194444
"ctb0600-TS-11",7,1991,-48.54277778,-16.64222222
"ctb0600-TS-13",3.34,1991,-48.53861111,-16.67972222
"ctb0600-TS-14",3.68,1991,-48.53722222,-16.6525
"ctb0600-TS-17",5.6,1991,-48.26,-16.5275
"ctb0600-TS-18",5.99,1991,-48.27222222,-16.50916667
"ctb0600-TS-2",2.81,1991,-48.7025,-16.6525
"ctb0600-TS-22",2.56,1991,-48.34555556,-16.50694444
"ctb0600-TS-23",6.55,1991,-48.26722222,-16.51027778
"ctb0600-TS-25",1.57,1991,-48.37083333,-16.44861111
"ctb0600-TS-26",2.83,1991,-48.37916667,-16.6
"ctb0600-TS-3",5.98,1991,-48.71527778,-16.69027778
"ctb0600-TS-4",1.72,1991,-48.69305556,-16.67666667
"ctb0600-TS-5",13.1,1991,-48.70166667,-16.67166667
"ctb0600-TS-6",4.65,1991,-48.71,-16.69
"ctb0600-TS-8",48.23,1991,-48.71472222,-16.69083333
"ctb0602-1-XXX-CBCS",10.41,1995,-35.23444444,-7.74222222
"ctb0602-2-XXX-CBCS",3.11,1995,-35.14527778,-7.60555556
"ctb0602-4-XXX-CBCS",2.94,1995,-34.95833333,-7.625
"ctb0602-5-XXX-CBCS",9.22,1994,-34.95833333,-7.625
"ctb0602-6-XXX-CBCS",8.38,1995,-34.98333333,-8.3
"ctb0603-PERFIL-No-01",0.62,2006,-40.5182615,-9.52947576
"ctb0603-PERFIL-No02",0.93,2006,-40.49601021,-9.5004209
"ctb0603-PERFIL-No03",1.84,2006,-40.32796462,-9.89451764
"ctb0603-PERFIL-No04",3.7,2006,-40.34612823,-9.96548131
"ctb0603-Tradagem-No-01",2.16,2009,-40.54085977,-9.79579777
"ctb0603-Tradagem-No02",3.04,2006,-40.54092024,-9.80494757
"ctb0603-Tradagem-No03",1.74,2006,-40.47631477,-9.78848949
"ctb0603-Tradagem-No04",1.6,2006,-40.33004225,-9.90092947
"ctb0603-Tradagem-No05",2.21,2006,-40.36087726,-9.91482142
"ctb0603-Tradagem-No06",1.6,2006,-40.34120339,-9.9231291
"ctb0603-Tradagem-No07",0.85,2006,-40.52542994,-9.45741756
"ctb0603-Tradagem-No08",0.38,2009,-40.50200019,-9.4892737
"ctb0603-Tradagem-No10",0.58,2006,-40.5198429,-9.53485778
"ctb0603-Tradagem-No12",0.39,2006,-40.47376752,-9.5320719
"ctb0603-Tradagem-No14",0.71,2006,-40.51251758,-9.49714906
"ctb0603-Tradagem-No16",0.74,2006,-40.5104522,-9.48723003
"ctb0605-EX-01",5.13,1998,-43.775,-20.85833333
"ctb0605-EX-02",5.1,1998,-44.00805556,-21.10472222
"ctb0605-EX-03",3.12,1998,-45.725,-20.56944444
"ctb0605-EX-04",4.88,1998,-45.65694444,-20.45555556
"ctb0605-EX-05",4.29,1998,-45.49027778,-20.44861111
"ctb0605-EX-06",3.81,1998,-45.45861111,-20.41805556
"ctb0605-EX-08",3.55,1999,-44.82138889,-20.5275
"ctb0605-Ex-09",4.69,2000,-44.66444444,-20.65777778
"ctb0605-EX-10",4.16,2000,-44.60888889,-20.61444444
"ctb0605-EX-11",4.5,2000,-45.16277778,-20.24861111
"ctb0605-EX-12",4.88,2000,-44.45694444,-20.42972222
"ctb0605-EX-13",3.95,2000,-45.21444444,-20.94361111
"ctb0605-EX-14",2.08,1998,-44.19055556,-21.14833333
"ctb0605-EX-15",3.09,1998,-44.40138889,-20.97444444
"ctb0605-EX-16",4.29,1998,-45.66666667,-20.48194444
"ctb0605-EX-17",3.41,1998,-45.43472222,-20.53888889
"ctb0605-EX-18",1.31,2000,-44.71194444,-20.92416667
"ctb0605-EX-19",4.62,2000,-44.34805556,-20.84222222
"ctb0605-EX-20",3.62,1998,-43.69527778,-20.90638889
"ctb0605-EX-21",5.77,1998,-43.76527778,-21.36833333
"ctb0605-EX-22",4.04,1998,-44.76555556,-20.75111111
"ctb0605-EX-23",2.09,1998,-44.99333333,-20.71694444
"ctb0605-EX-24",4.56,1998,-45.20916667,-20.47972222
"ctb0605-EX-25",4.26,1998,-45.36583333,-20.81305556
"ctb0605-EX-26",4.28,1998,-44.60111111,-21.23555556
"ctb0605-EX-27",5.45,1998,-45.60138889,-20.60416667
"ctb0605-EX-28",4,1998,-45.58305556,-20.54722222
"ctb0605-EX-29",3.76,1998,-45.70611111,-20.59694444
"ctb0605-EX-30",5.03,1998,-45.54222222,-20.55833333
"ctb0605-EX-31",3.39,1998,-45.30055556,-20.27305556
"ctb0605-EX-32",3.17,1998,-45.30055556,-20.27305556
"ctb0605-EX-33",3.66,2000,-44.55777778,-20.95777778
"ctb0605-EX-34",2.73,2001,-44.56833333,-20.79694444
"ctb0605-EX-35",5.9,2000,-45.16944444,-20.37722222
"ctb0605-EX-36",5.03,2000,-44.21638889,-20.57972222
"ctb0605-EX-37",7.63,2000,-43.70361111,-21.46916667
"ctb0605-EX-38",3.27,2000,-44.56055556,-21.1725
"ctb0605-EX-39",5.27,2000,-45.13777778,-20.53944444
"ctb0605-EX-40",3.87,2000,-45.13194444,-20.49638889
"ctb0605-EX-41",5.44,2000,-45.19555556,-21.02166667
"ctb0605-EX-42",5.64,2000,-45.23361111,-21.11222222
"ctb0605-EX-43",4.81,2000,-44.92944444,-20.41666667
"ctb0605-EX-44",5.46,2001,-44.85333333,-20.55722222
"ctb0605-EX-45",4.53,2001,-44.91666667,-20.73138889
"ctb0605-EX-46",6.58,2001,-44.95527778,-20.88527778
"ctb0605-EX-47",3.96,2001,-44.93416667,-20.85638889
"ctb0605-EX-48",6.06,2001,-44.15027778,-21.285
"ctb0605-EX-49",5.84,2001,-44.17388889,-21.34555556
"ctb0605-EX-50",6.48,2001,-44.18138889,-21.28833333
"ctb0605-EX-51",6.9,2001,-44.18138889,-20.92055556
"ctb0605-EX-52",6.64,2001,-43.96027778,-21.32111111
"ctb0605-EX-53",8,2001,-44.23888889,-21.08472222
"ctb0605-EX-54",4.99,2001,-44.23805556,-21.085
"ctb0605-EX-55",6.13,2001,-44.15888889,-21.16166667
"ctb0605-EX-57",0,1998,-44.49138889,-21.06972222
"ctb0605-EX-58",6.62,1999,-44.91388889,-20.59
"ctb0605-P-01",5.26,2000,-43.57,-21.16388889
"ctb0605-P-02",6.39,2000,-43.77944444,-20.91111111
"ctb0605-P-03",5.69,2000,-45.14583333,-20.55388889
"ctb0605-P-04",5.06,2000,-45.24916667,-21.06694444
"ctb0605-P-05",6.5,2001,-44.85055556,-20.38444444
"ctb0605-P-08",0.96,2000,-43.93055556,-20.96472222
"ctb0605-P-09",2.74,2001,-44.33666667,-21.02277778
"ctb0605-P-10",1.73,2001,-44.22361111,-21.14694444
"ctb0605-P-11",3.94,2001,-44.14861111,-20.93277778
"ctb0605-P-12",2.65,2001,-43.84027778,-21.28972222
"ctb0605-P-14",6.12,2000,-43.90416667,-20.96972222
"ctb0605-P-15",3.43,2000,-43.90555556,-21.19666667
"ctb0605-P-16",6.68,2000,-43.66666667,-21.32611111
"ctb0605-P-17",7.5,2000,-45.23111111,-20.73166667
"ctb0605-P-18",4.87,2000,-45.24222222,-20.73555556
"ctb0605-P-19",4.28,2000,-44.92583333,-20.39888889
"ctb0605-P-20",5.28,2001,-44.87138889,-20.97472222
"ctb0605-P-21",7.09,2001,-44.38694444,-21.22944444
"ctb0605-P-22",7.22,2001,-43.51916667,-21.19361111
"ctb0606-Perfil-01",1.63,1999,-47.52711111,-14.02016667
"ctb0606-Perfil-02",1.38,1999,-47.26061111,-13.87361111
"ctb0606-Perfil-03",4.08,1999,-47.20361111,-14.11794444
"ctb0606-Perfil-04",5.87,1999,-47.08108333,-14.28141667
"ctb0606-Perfil-05",3.64,1999,-47.05230556,-14.36966667
"ctb0606-Perfil-06",1.79,1999,-47.00188889,-14.59991667
"ctb0607-PERFIL-1",3.6,1976,-37.55,-11.06666667
"ctb0607-PERFIL-10",3.25,1976,-36.9,-10.35
"ctb0607-PERFIL-101",8.9,1987,-37.55,-11.2
"ctb0607-PERFIL-102",3.08,1966,-36.51666667,-10.43333333
"ctb0607-PERFIL-103",8.16,1987,-37.68333333,-11.21666667
